J1,J2,J3,J4,J5,J6,floor_clear_mm,self_clear_mm,self_target,collision
90,35.3,51.5,30,31.1,86.7,50.0,20.6,wrist.b.stl,0
90,19.7,57.9,76.8,4.4,69.9,50.0,25.4,wrist.b.stl,0
90,16.9,88.8,148.6,147.3,14.5,50.0,22.4,wrist.b.stl,0
90,108.2,150.2,42.8,137.1,160.3,50.0,25.4,wrist.b.stl,0
90,145.1,19.3,1.6,34.5,48.7,50.0,26.1,wrist.b.stl,0
90,110.9,69.2,126.6,63.6,27.8,50.0,26.2,wrist.b.stl,0
90,56.3,159.2,172.5,37.4,141.9,50.0,26.6,wrist.b.stl,0
90,49.2,159.7,29.8,119.9,15.2,50.0,25.6,wrist.b.stl,0
90,175.3,126.1,151.5,102,85.8,50.0,28.7,wrist.b.stl,0
90,111.9,95.2,84.5,136.7,32.1,50.0,24.3,wrist.b.stl,0
90,30.8,77.7,57.7,13.3,152,50.0,28.2,wrist.b.stl,0
90,138.9,97.9,176.3,13.1,138,50.0,24.4,base.stl,0
90,47.9,66.3,39.5,142,26,50.0,21.9,wrist.b.stl,0
90,151.2,119.1,10.6,146,113,50.0,20.6,wrist.b.stl,0
90,162.9,134.8,101,150.6,50,50.0,27.2,wrist.b.stl,0
90,98.5,52.9,174.3,40.7,2.8,50.0,23.4,wrist.b.stl,0
90,58.7,90.5,5.1,100.7,157.4,50.0,33.0,wrist.b.stl,0
90,126.9,112.1,172.1,172.5,148.4,50.0,29.1,wrist.b.stl,0
90,109.4,87.8,2.4,109.1,178,50.0,33.4,wrist.b.stl,0
90,147.3,61.3,27.4,141.1,133.9,50.0,24.4,wrist.b.stl,0
90,174.1,157.5,100,18.2,87,50.0,22.7,wrist.b.stl,0
90,56.5,92.2,54.3,155.1,152,50.0,28.7,wrist.b.stl,0
90,56.8,107.9,77.4,163.6,33.7,50.0,25.0,wrist.b.stl,0
90,125.6,174.7,31.5,36.4,124.9,50.0,22.3,wrist.b.stl,0
90,140.2,88.3,109.7,38.3,85.8,50.0,20.2,wrist.b.stl,0
90,20.2,57.9,51.3,80,167.4,50.0,33.6,wrist.b.stl,0
90,32.6,72.2,110.8,170.4,24,50.0,25.3,wrist.b.stl,0
90,165.2,14.6,86.5,81.8,37.7,-41.4,31.3,wrist.b.stl,1
90,62.5,81.7,155.7,171.9,93.4,50.0,24.2,wrist.b.stl,0
90,156.6,109.5,62.8,35,74.4,50.0,21.7,wrist.b.stl,0
90,94.1,8,26.3,108,40.5,50.0,32.6,wrist.b.stl,0
90,150.7,58.8,18.9,15,168.7,50.0,27.9,wrist.b.stl,0
90,21.2,25.4,155.3,45.8,119.9,50.0,20.5,wrist.b.stl,0
90,147,109.3,172.3,127.6,20.3,50.0,24.1,wrist.b.stl,0
90,100.5,129.3,144.4,4.7,129.4,50.0,25.0,wrist.b.stl,0
90,148.6,134.4,92.2,82.4,98.9,50.0,29.7,wrist.b.stl,0
90,126.8,166.1,111.1,159.8,126.2,50.0,23.0,wrist.b.stl,0
90,12.3,90.1,51.6,51.3,64.1,50.0,27.5,wrist.b.stl,0
90,56.7,104.1,123,48.4,23.4,50.0,22.1,wrist.b.stl,0
90,10.6,103.6,33.5,1.7,167,24.2,28.0,wrist.b.stl,0
90,96.7,16.6,151.7,177,80.7,50.0,24.3,wrist.b.stl,0
90,7.6,21.2,68.7,159.4,26.6,50.0,23.9,wrist.b.stl,0
90,148.3,2.7,82.3,116,10.9,-4.6,26.2,wrist.b.stl,1
90,110.7,170,28.8,131.3,109.6,50.0,20.8,wrist.b.stl,0
90,33.3,1.1,1.7,95.8,169.7,50.0,34.0,wrist.b.stl,0
90,116,128.6,88.9,104.7,22.7,50.0,30.4,wrist.b.stl,0
90,157.8,136.9,179.7,53.6,40.9,50.0,24.4,wrist.b.stl,0
90,22.5,173.6,140.6,29.9,99.5,8.4,20.8,wrist.b.stl,0
90,74.5,27.3,29.2,173.4,54.9,50.0,28.2,wrist.b.stl,0
90,169.5,13.6,82.9,23.3,0.9,-117.6,21.2,base.stl,1
90,99.7,20.5,130,125.7,31.7,50.0,27.7,wrist.b.stl,0
90,169.5,129.8,53.6,127.7,131.7,50.0,27.9,wrist.b.stl,0
90,61.6,67.6,64.6,111,162.1,50.0,31.1,wrist.b.stl,0
90,31.2,157.5,5,118.9,74.6,12.9,23.3,wrist.b.stl,0
90,142.4,129.8,86.4,115.9,90.3,50.0,24.3,wrist.b.stl,0
90,146.1,85.7,94.2,45.1,108.9,50.0,20.9,wrist.b.stl,0
90,54.5,103.9,30.5,28.7,75.1,50.0,21.2,wrist.b.stl,0
90,76.8,48.3,23.7,7.1,4.5,50.0,25.2,wrist.b.stl,0
90,48.9,83.1,130.7,85.5,162.7,50.0,34.1,wrist.b.stl,0
90,6.3,32.5,60.9,103.9,153.5,50.0,32.4,wrist.b.stl,0
90,63,48.2,11.1,147.8,68.3,50.0,25.6,wrist.b.stl,0
90,102.9,177,0.3,26.2,140.2,50.0,27.3,wrist.b.stl,0
90,144.9,138.5,96.7,176.2,71.3,50.0,25.0,wrist.b.stl,0
90,108.3,11.4,73.8,130.1,43,50.0,26.9,wrist.b.stl,0
90,169.9,123.6,51.8,138.4,15,50.0,21.4,wrist.b.stl,0
90,175.5,8.9,168,45.5,136.4,-60.1,-2.8,base.stl,1
90,0,45.8,134.8,95.8,20.7,50.0,31.1,wrist.b.stl,0
90,70.9,67.6,102.3,120.2,151.3,50.0,28.0,wrist.b.stl,0
90,89.5,70.6,25.9,144.9,128.4,50.0,21.9,wrist.b.stl,0
90,73.6,93.3,119.7,29.7,4.9,50.0,22.1,wrist.b.stl,0
90,57.2,107.2,87.6,124.7,147.5,50.0,27.1,wrist.b.stl,0
90,87.9,24.2,153.1,103.5,133.2,50.0,32.6,wrist.b.stl,0
90,126.8,174.3,53.2,127,65.8,50.0,23.2,wrist.b.stl,0
90,71.2,41.5,61.9,170.7,52.7,50.0,29.3,wrist.b.stl,0
90,44.3,105,46.4,85.2,150.2,50.0,34.1,wrist.b.stl,0
90,41.5,76.8,109.9,98.2,175.5,50.0,34.3,wrist.b.stl,0
90,122.5,133.2,174.1,74.6,64,50.0,33.5,wrist.b.stl,0
90,7.9,33.2,42.7,33,135.9,50.0,26.0,wrist.b.stl,0
90,96.5,120.2,147.7,41.5,58.7,50.0,26.4,wrist.b.stl,0
90,127.5,70.7,5.3,78.3,163.5,50.0,33.6,wrist.b.stl,0
90,73.6,59.8,178.1,116,65.9,50.0,24.5,wrist.b.stl,0
90,18.4,141.8,127.5,165.9,39.1,-78.6,26.0,wrist.b.stl,1
90,20.7,130.3,36.6,31.7,57.6,14.9,26.8,wrist.b.stl,0
90,147,97.1,8.3,83.5,123.1,50.0,29.9,wrist.b.stl,0
90,96.9,103,40.5,152.6,101.1,50.0,21.5,wrist.b.stl,0
90,128.4,176.7,77.1,158.6,1.3,50.0,26.0,wrist.b.stl,0
90,6,106.3,56.1,44.7,50,9.9,26.3,wrist.b.stl,0
90,57.3,131.2,102.5,142,149.4,50.0,26.4,wrist.b.stl,0
90,151.7,74.6,75.8,166.7,119.1,50.0,23.8,wrist.b.stl,0
90,14.5,97.6,64.1,177.7,2.5,-36.5,25.4,wrist.b.stl,1
90,110.2,130.3,52,175.3,154.7,50.0,28.6,wrist.b.stl,0
90,164.8,3.5,102.6,53,152.8,-65.4,11.7,base.stl,1
90,113.9,97,20.6,97.2,113.7,50.0,29.9,wrist.b.stl,0
90,172.1,105.3,174.1,173.1,117,50.0,24.3,wrist.b.stl,0
90,91.1,83.9,160.3,5.1,20.5,50.0,25.0,wrist.b.stl,0
90,18.4,136.2,61.1,114.8,108.7,-7.2,25.8,wrist.b.stl,1
90,69.4,95.7,116.1,169.4,103.6,50.0,24.4,wrist.b.stl,0
90,110.6,12.2,171.4,95.1,144.2,50.0,34.6,wrist.b.stl,0
90,9.1,75.8,46.3,48.1,142.5,50.0,25.8,wrist.b.stl,0
90,112.3,79.2,1.9,173.7,173.2,50.0,12.0,elbow.b.stl,0
90,39.2,7.4,95.4,171.3,163.9,50.0,28.4,wrist.b.stl,0
90,105.2,54.6,59.4,161.6,88.5,50.0,23.5,wrist.b.stl,0
90,23.6,44.7,49.8,22.2,83.3,50.0,22.0,wrist.b.stl,0
90,164.9,120.4,13,1,49.7,50.0,27.5,wrist.b.stl,0
90,65.3,139.8,174.1,69.8,123.6,50.0,26.8,wrist.b.stl,0
90,179.1,134.2,114.5,14.1,58.2,50.0,26.1,wrist.b.stl,0
90,164.4,36.2,151.8,125.3,65.9,-25.7,23.1,wrist.b.stl,1
90,95.3,97.7,128.5,93,24,50.0,31.4,wrist.b.stl,0
90,139.2,73.1,173.4,51,47.4,50.0,26.2,wrist.b.stl,0
90,60,103,161.1,31.7,50.3,50.0,26.8,wrist.b.stl,0
90,104.7,81.8,80.5,147.7,166.3,50.0,26.1,wrist.b.stl,0
90,86.6,123.7,144.2,93.3,53,50.0,33.4,wrist.b.stl,0
90,114.9,105.3,162.3,9.4,163.8,50.0,28.0,wrist.b.stl,0
90,96.2,2.8,62,130.4,87.9,50.0,20.9,wrist.b.stl,0
90,176.4,76.1,58.8,147.9,98.6,50.0,20.7,wrist.b.stl,0
90,122.8,145,120.9,76,22.5,50.0,29.7,wrist.b.stl,0
90,104.4,161.5,75.4,163.9,90.6,50.0,23.7,wrist.b.stl,0
90,111.8,149.9,101.6,16.4,176.6,50.0,28.4,wrist.b.stl,0
90,44.3,127.9,90.9,86.2,43.9,50.0,33.0,wrist.b.stl,0
90,130,20.3,178.3,152.2,96.2,50.0,21.5,wrist.b.stl,0
90,76.4,51.6,90.3,158.3,49.5,50.0,26.8,wrist.b.stl,0
90,90.1,42.2,60.7,34.2,178.3,50.0,26.0,wrist.b.stl,0
90,102.9,131.9,17.7,65.9,160.7,50.0,31.9,wrist.b.stl,0
90,15.2,29.8,112.6,112.1,150.9,50.0,30.3,wrist.b.stl,0
90,168.4,25.6,46.7,76.9,0.2,6.1,32.2,wrist.b.stl,0
90,12.6,40.8,86.6,45.3,157.8,50.0,26.3,wrist.b.stl,0
90,58.4,166.4,175.5,81,40.9,50.0,31.4,wrist.b.stl,0
90,52.5,139.7,49.2,68.5,86.1,50.0,28.2,wrist.b.stl,0
90,103.5,179.3,41.8,63.6,47.3,50.0,27.1,wrist.b.stl,0
90,65,18.1,64.8,159.8,53.7,50.0,28.2,wrist.b.stl,0
90,66.9,170,131.1,93,139.9,50.0,33.4,wrist.b.stl,0
90,22.2,83.6,21.3,42.1,25.5,50.0,21.8,wrist.b.stl,0
90,65.1,68.7,170.5,47.5,85,50.0,22.3,wrist.b.stl,0
90,146,146.8,135.1,51.8,89.1,50.0,22.8,wrist.b.stl,0
90,33.5,33.9,78.5,132.9,94.8,50.0,21.4,wrist.b.stl,0
90,159.6,149.6,5.7,102.3,109.6,50.0,28.9,wrist.b.stl,0
90,173.1,4.2,95.6,36.9,9.7,-91.8,21.6,wrist.b.stl,1
90,105.7,139.1,139.5,5.5,73.3,50.0,24.8,wrist.b.stl,0
90,8,44.6,34.7,38.7,61,50.0,27.1,wrist.b.stl,0
90,49.9,173.2,63.4,161,32.6,-1.8,19.5,base.stl,1
90,137.5,11,83.3,1,145.9,-61.3,-0.8,base.stl,1
90,171.1,6.3,168.1,139.3,64.6,-134.5,25.0,base.stl,1
90,163.6,53.3,73.7,17.4,118.2,-66.0,23.8,wrist.b.stl,1
90,5.3,87.3,123,147.8,27,50.0,22.1,wrist.b.stl,0
90,135.7,129.4,100.7,105.2,16.4,50.0,29.6,wrist.b.stl,0
90,108.1,68.7,156.2,56.4,103.8,50.0,22.5,wrist.b.stl,0
90,76.8,157.7,45.7,14.2,134.8,50.0,26.7,wrist.b.stl,0
90,74.3,106,4.8,171.4,158,50.0,14.6,elbow.b.stl,0
90,112.3,3.1,68,176.2,122.6,50.0,24.8,wrist.b.stl,0
90,29,82.9,174,96.2,4.4,50.0,30.7,wrist.b.stl,0
90,111.6,48.8,17.8,72.5,100.5,50.0,27.6,wrist.b.stl,0
90,3.1,100.6,92,142.9,76.2,-49.9,22.7,wrist.b.stl,1
90,99.6,133.6,161.5,68.4,108.3,50.0,26.3,wrist.b.stl,0
90,125,7.8,144.1,67.9,120.6,50.0,18.2,base.stl,0
90,84.9,126.4,130.4,34.5,119.2,50.0,21.4,wrist.b.stl,0
90,153.2,42.4,136.5,114.1,171.9,30.6,31.5,wrist.b.stl,0
90,46.8,27.8,56.2,46.4,136.2,50.0,23.9,wrist.b.stl,0
90,132,120.5,38.9,155.1,172.2,50.0,26.9,wrist.b.stl,0
90,95.7,116.9,90.1,51,51.5,50.0,27.7,wrist.b.stl,0
90,56.4,34.4,162.3,154.5,83.1,50.0,23.3,wrist.b.stl,0
90,66.1,169,40,99.6,9.8,50.0,30.1,wrist.b.stl,0
90,34.4,108.7,119.2,104.6,156.5,50.0,32.3,wrist.b.stl,0
90,178.8,137.5,83.7,150.1,21.7,50.0,22.4,wrist.b.stl,0
90,123,93.3,32.1,175.1,60.9,50.0,26.7,wrist.b.stl,0
90,110.8,158.1,91.2,20.7,147.4,50.0,27.6,wrist.b.stl,0
90,63.6,177,159.1,153.6,64.1,50.0,27.4,wrist.b.stl,0
90,136.3,177.5,94.7,84.7,2.6,50.0,31.9,wrist.b.stl,0
90,126,154.5,44.5,56.7,90.1,50.0,24.2,wrist.b.stl,0
90,13,16.1,75.8,47,73.1,50.0,25.6,wrist.b.stl,0
90,81.8,175.7,170,25.2,158.9,50.0,26.5,wrist.b.stl,0
90,14.4,91.4,29.5,65.9,133.8,50.0,25.7,wrist.b.stl,0
90,76.4,145.3,129.4,169.7,96.1,50.0,24.1,wrist.b.stl,0
90,144.4,58.1,62.2,72.1,74,50.0,31.1,wrist.b.stl,0
90,18.6,93.4,17.4,160.2,11.1,24.5,24.8,wrist.b.stl,0
90,80.9,51.2,27.9,141.1,128.7,50.0,22.7,wrist.b.stl,0
90,26.3,113.9,142.7,139.2,16.6,50.0,21.4,wrist.b.stl,0
90,123.4,128.9,155.2,91.4,83,50.0,30.1,wrist.b.stl,0
90,173.7,143.4,100.6,59.5,152.1,50.0,28.4,wrist.b.stl,0
90,82,16.7,81.9,157,80.7,50.0,24.0,wrist.b.stl,0
90,2.6,110.1,179.2,147.1,111.1,50.0,21.0,wrist.b.stl,0
90,164.6,146.4,89.8,106.4,131.6,50.0,32.1,wrist.b.stl,0
90,152.4,10.5,139.5,80.6,118.9,-12.2,23.6,base.stl,1
90,137.6,97.1,28.5,73.7,13.8,50.0,29.9,wrist.b.stl,0
90,124.1,171.7,143.1,70.2,105.2,50.0,26.9,wrist.b.stl,0
90,54.8,97.4,54.1,132.9,46.7,50.0,26.5,wrist.b.stl,0
90,173.5,119.2,12.4,1.9,179.5,50.0,28.2,wrist.b.stl,0
90,39.7,56.3,37.5,167.1,117.4,50.0,23.8,wrist.b.stl,0
90,90.8,100.4,57.2,110.6,75.5,50.0,26.0,wrist.b.stl,0
90,35.9,118.2,67.3,141.3,74.8,42.4,22.8,wrist.b.stl,0
90,91.5,141.7,80.6,173.9,142.7,50.0,27.9,wrist.b.stl,0
90,148.8,171.7,70,104.4,124.8,50.0,30.8,wrist.b.stl,0
90,121.2,171.5,51.9,52.4,165.2,50.0,27.5,wrist.b.stl,0
90,143.9,36.6,102.6,134.2,63.5,50.0,24.9,wrist.b.stl,0
90,78.2,103.6,84.1,135.5,1.1,50.0,22.8,wrist.b.stl,0
90,78.2,60.8,109.6,139.7,13.7,50.0,21.4,wrist.b.stl,0
90,28.5,119.7,132.9,105.9,176.9,50.0,33.7,wrist.b.stl,0
90,89.9,24.5,123.5,108.4,106.3,50.0,27.3,wrist.b.stl,0
90,98.3,169,23.2,13.2,27.7,50.0,25.6,wrist.b.stl,0
90,44.1,106.7,110.2,41.9,88.1,50.0,20.3,wrist.b.stl,0
90,86.8,81.6,144.6,84.9,136.5,50.0,31.4,wrist.b.stl,0
90,30,95.8,148.3,32,83.7,50.0,20.4,wrist.b.stl,0
90,109.6,33.3,136.2,14.2,170.4,50.0,17.5,base.stl,0
90,84.3,60.5,21,77.9,118.8,50.0,28.9,wrist.b.stl,0
90,17,55.1,150.5,116.3,37.1,50.0,30.9,wrist.b.stl,0
90,29,162.8,51.7,32.3,180,-3.2,26.4,wrist.b.stl,1
90,55.7,22.5,83.1,78.2,166.8,50.0,33.4,wrist.b.stl,0
90,24.2,16.4,16.7,162.8,80.9,50.0,24.5,wrist.b.stl,0
90,27.1,106.9,96.8,35.7,108.5,50.0,20.1,wrist.b.stl,0
90,61.2,42.9,91.9,52.5,40,50.0,24.2,wrist.b.stl,0
90,158.4,28,50.5,69.5,49.3,25.1,29.2,wrist.b.stl,0
90,37.9,138.8,59.2,20.3,97.4,50.0,22.4,wrist.b.stl,0
90,22.6,64.4,158.7,66.4,113.9,50.0,25.9,wrist.b.stl,0
90,92.6,24.8,116.8,154.1,16.8,50.0,23.4,wrist.b.stl,0
90,135.7,124.2,156,18.7,55,50.0,26.3,wrist.b.stl,0
90,125,4,132.1,154.4,81.6,50.0,23.5,wrist.b.stl,0
90,78.2,50.1,0.9,33.5,176.4,50.0,26.1,wrist.b.stl,0
90,156.1,48,173.5,66.2,53.6,32.4,21.6,base.stl,0
90,27.5,162.3,177.7,58.9,126.6,50.0,23.2,wrist.b.stl,0
90,60.4,18.9,70.7,99.3,22.1,50.0,31.0,wrist.b.stl,0
90,147.3,89.5,42.2,106.7,142.8,50.0,32.1,wrist.b.stl,0
90,59,126.3,77,173.5,138.8,50.0,26.9,wrist.b.stl,0
90,64.1,3.2,118.4,35.6,21.9,50.0,22.1,wrist.b.stl,0
90,167.7,180,48.6,54.3,29.7,50.0,23.3,wrist.b.stl,0
90,82.4,155.9,126.3,152.3,41.1,50.0,24.4,wrist.b.stl,0
90,131.5,165.3,50.7,124.3,72.1,50.0,22.1,wrist.b.stl,0
90,52.2,174.5,62.8,19.4,69.9,46.3,23.1,wrist.b.stl,0
90,80.6,135.4,171,147.1,167.6,50.0,25.9,wrist.b.stl,0
90,85.5,129.5,55.6,12.5,65.8,50.0,24.8,wrist.b.stl,0
90,125.6,49.4,155.1,142.3,34.9,50.0,23.8,wrist.b.stl,0
90,59.6,148.6,43.9,59.7,61.8,50.0,29.9,wrist.b.stl,0
90,144.2,6.7,13.3,104.1,71.5,50.0,28.0,wrist.b.stl,0
90,113.9,48,163.7,137,12.2,50.0,21.4,wrist.b.stl,0
90,141.1,174.5,169.6,132.4,22.2,50.0,23.0,wrist.b.stl,0
90,103.7,51.2,174.6,129.1,109.9,50.0,21.4,wrist.b.stl,0
90,125.1,78.8,67.1,168.4,59.7,50.0,28.1,wrist.b.stl,0
90,7.5,72.2,142.3,116.7,173.2,50.0,31.0,wrist.b.stl,0
90,19.1,164.1,66.4,85.3,77.1,-34.0,30.9,wrist.b.stl,1
90,21,44.6,133.6,4.1,24.1,50.0,25.1,wrist.b.stl,0
90,4.5,154.3,111.1,30.6,138.4,-66.4,26.8,wrist.b.stl,1
90,174,168.2,165.9,1.4,106,50.0,24.0,wrist.b.stl,0
90,46.2,101.6,57.2,27.7,80,50.0,21.0,wrist.b.stl,0
90,89.1,178.2,7.6,54.2,153.3,50.0,29.1,wrist.b.stl,0
90,118.7,148.8,118.9,136.7,88.7,50.0,20.1,wrist.b.stl,0
90,36.9,145.8,102.2,25.1,144.9,50.0,27.3,wrist.b.stl,0
90,172.5,62.3,52.8,14.7,119.6,-53.5,24.1,wrist.b.stl,1
90,172.6,24.5,87.3,17.7,6.1,-124.3,23.9,wrist.b.stl,1
90,119.6,156.2,60.8,157.6,21.1,50.0,23.7,wrist.b.stl,0
90,42.8,162.3,91.5,109.5,6.8,38.8,27.7,wrist.b.stl,0
90,23.1,10,162.9,24.3,152.9,50.0,16.5,elbow.b.stl,0
90,63.2,144.1,65.7,48.2,16.9,50.0,22.6,wrist.b.stl,0
90,50.5,84.9,147.2,81.5,174.9,50.0,33.7,wrist.b.stl,0
90,97.5,4.5,74.8,124,42.2,50.0,28.4,wrist.b.stl,0
90,125.8,90.7,4.6,139.4,100.9,50.0,21.1,wrist.b.stl,0
90,14.8,85.5,51.7,158.3,51.3,-2.7,27.3,wrist.b.stl,1
90,169.5,98.3,58.3,146.4,125.5,50.0,21.2,wrist.b.stl,0
90,74.5,113.3,140.1,153.3,147,50.0,26.9,wrist.b.stl,0
90,29.9,149.1,10.6,36,112.1,0.8,20.2,wrist.b.stl,0
90,20.6,108.6,55.4,77.3,56.7,50.0,33.0,wrist.b.stl,0
90,12.6,90.1,173.4,110.1,54,50.0,28.1,wrist.b.stl,0
90,172.1,70.1,125.6,114.1,171.5,15.8,31.4,wrist.b.stl,0
90,164.6,26.6,15.4,145.7,162.9,49.0,26.1,wrist.b.stl,0
90,88.7,124.3,12.6,39.6,26.9,50.0,22.3,wrist.b.stl,0
90,108.2,35.6,10.8,54.4,121.9,50.0,22.0,wrist.b.stl,0
90,104,59.5,150,49.7,46.9,50.0,26.2,wrist.b.stl,0
90,100.8,86.1,80.3,28,90.8,50.0,21.4,wrist.b.stl,0
90,46.6,70.6,132,168.6,139.3,50.0,26.2,wrist.b.stl,0
90,73,106.7,134.4,74.6,64.8,50.0,33.3,wrist.b.stl,0
90,24.3,132.5,150.9,57,141,50.0,24.7,wrist.b.stl,0
90,109.8,141.1,74,134.6,73.5,50.0,21.9,wrist.b.stl,0
90,16,99.1,81.8,45.5,160.6,50.0,26.3,wrist.b.stl,0
90,68.9,7,68.8,76.4,155.1,50.0,32.6,wrist.b.stl,0
90,143.9,36,151,44.6,61.5,47.7,7.6,base.stl,0
90,13.8,10,122.6,166.2,88.7,50.0,24.0,wrist.b.stl,0
90,151.9,142.9,119.6,176.1,144.4,50.0,28.6,wrist.b.stl,0
90,49.5,142,124.7,71.9,13.8,50.0,29.6,wrist.b.stl,0
90,38.6,143.5,44.7,179.6,124.9,12.9,25.2,wrist.b.stl,0
90,85.9,102.7,110,174.4,29.1,50.0,25.9,wrist.b.stl,0
90,49,127.7,43.2,156.8,62.4,49.2,28.1,wrist.b.stl,0
90,32.6,8.6,107.2,148.6,49.3,50.0,27.3,wrist.b.stl,0
90,165.2,136.4,11,103.1,102.1,50.0,28.3,wrist.b.stl,0
90,36.4,60.2,82.5,8.7,27,50.0,25.5,wrist.b.stl,0
90,29.5,68.3,134.5,149.6,29.3,50.0,22.4,wrist.b.stl,0
90,135.3,120.7,160.3,174.4,22.4,50.0,25.4,wrist.b.stl,0
90,14.5,144,29.2,35,158.8,-40.5,25.5,wrist.b.stl,1
90,169,57.3,151.6,154.6,109,-5.6,22.3,wrist.b.stl,1
90,101.9,103.7,54.2,111.4,43.8,50.0,30.9,wrist.b.stl,0
90,32,74.3,127,111.9,173.7,50.0,32.2,wrist.b.stl,0
90,116.4,25.4,29,16.8,34.4,50.0,26.5,wrist.b.stl,0
90,107.6,150.9,160.9,72,100.5,50.0,27.5,wrist.b.stl,0
90,145.7,56.2,107.2,31.3,85.8,13.1,20.5,wrist.b.stl,0
90,31.2,83.2,71.4,78,43.9,50.0,31.0,wrist.b.stl,0
90,24.5,49.6,43.1,132.2,129.1,50.0,25.6,wrist.b.stl,0
90,105.2,16.4,101.9,14.3,3.3,50.0,22.5,base.stl,0
90,63.5,43.3,107,167.2,129.6,50.0,24.5,wrist.b.stl,0
90,138.1,171.2,114.1,104,108.3,50.0,28.5,wrist.b.stl,0
90,155.8,69.9,143.2,117.4,54.8,50.0,26.6,wrist.b.stl,0
90,2.5,37.8,126,104.3,49.4,50.0,30.8,wrist.b.stl,0
90,78.2,119,22.9,77.8,75,50.0,31.2,wrist.b.stl,0
90,97.7,93.9,66.2,137.3,12.1,50.0,21.4,wrist.b.stl,0
90,6.4,75.6,161.4,50,31,50.0,22.6,wrist.b.stl,0
90,167.1,30.3,67.5,131.2,47,-12.3,26.9,wrist.b.stl,1
90,41.4,71.6,141.7,164,5.6,50.0,25.7,wrist.b.stl,0
90,29.7,172.5,106.7,99.3,146.4,12.0,33.6,wrist.b.stl,0
90,7.2,2.5,174.1,149.1,134.5,50.0,23.1,wrist.b.stl,0
90,28,85.8,168.7,168,1.7,50.0,26.2,wrist.b.stl,0
90,135.4,1.1,177.2,75.1,175.2,36.8,24.9,base.stl,0
90,66.2,52.8,56.9,131.5,35.9,50.0,27.0,wrist.b.stl,0
90,155.5,106.3,174.6,177.7,33.3,50.0,26.6,wrist.b.stl,0
90,172,8.4,5,169.9,173.2,5.3,19.5,elbow.b.stl,0
90,26.5,79.6,88.9,154.9,113,50.0,22.2,wrist.b.stl,0
90,139.4,87.3,116.7,132.4,132.8,50.0,26.9,wrist.b.stl,0
90,0.3,18,65.5,11,68.9,50.0,24.6,wrist.b.stl,0
90,70.1,165.6,102.1,127.1,159.7,50.0,26.5,wrist.b.stl,0
90,79.6,0.4,51.4,146.5,162.3,50.0,26.2,wrist.b.stl,0
90,63.3,52.9,166.4,63.2,117.4,50.0,25.2,wrist.b.stl,0
90,50.5,17.6,90.2,166.2,111.4,50.0,23.9,wrist.b.stl,0
90,37.6,122.8,138.3,57.7,100.7,50.0,23.1,wrist.b.stl,0
90,122.8,28.9,173.5,81.2,176.3,50.0,33.6,wrist.b.stl,0
90,34.1,87.1,29.9,1.8,42.8,50.0,26.6,wrist.b.stl,0
90,72.6,77.6,159.6,114.4,78.2,50.0,24.9,wrist.b.stl,0
90,177.8,110.6,58.1,124.4,89.2,50.0,22.6,wrist.b.stl,0
90,158.6,161.4,66.1,101.2,47.8,50.0,32.3,wrist.b.stl,0
90,112.8,178.6,149.9,66,17.2,50.0,27.8,wrist.b.stl,0
90,174,70.1,52.8,56.9,88.2,45.9,24.6,wrist.b.stl,0
90,172.2,177.6,53.3,63.3,92.1,50.0,25.9,wrist.b.stl,0
90,1.5,31.5,168.5,5.3,18.2,50.0,-10.5,elbow.b.stl,1
90,75.7,131.7,48.4,55.1,55,50.0,28.5,wrist.b.stl,0
90,157.1,40.7,101.2,180,131.1,23.9,26.2,wrist.b.stl,0
90,60.5,137.8,171.7,67.2,127.4,50.0,25.9,wrist.b.stl,0
90,13.6,161.2,17.3,67.1,97.7,-61.6,26.3,wrist.b.stl,1
90,47.4,116.9,99.8,129.1,63.7,50.0,24.0,wrist.b.stl,0
90,98.3,146.2,145.9,128.6,97.5,50.0,21.1,wrist.b.stl,0
90,121.2,15.6,84.8,154.8,109.3,50.0,22.4,wrist.b.stl,0
90,169.5,47.2,17.3,112.8,16.4,50.0,27.8,wrist.b.stl,0
90,140.8,46.2,97,146,141.8,50.0,26.1,wrist.b.stl,0
90,89.3,175.7,89.6,50.2,54.4,50.0,27.2,wrist.b.stl,0
90,133.9,78.7,75.4,3.7,55,50.0,28.6,wrist.b.stl,0
90,154.9,144.6,134.4,4.2,4.9,50.0,25.4,wrist.b.stl,0
90,56.1,85.4,163.8,69.2,51.9,50.0,29.5,wrist.b.stl,0
90,102.8,164.6,133,154.2,32.8,50.0,23.3,wrist.b.stl,0
90,22.6,97.9,125.5,171.9,66.9,50.0,26.2,wrist.b.stl,0
90,62.4,92.9,123.3,101.9,130.1,50.0,32.0,wrist.b.stl,0
90,68.5,155.2,32.9,56.9,139.3,50.0,24.3,wrist.b.stl,0
90,60.4,120.3,51.8,33.7,54.1,50.0,26.9,wrist.b.stl,0
90,159.7,83,40.6,57.9,0.5,50.0,29.2,wrist.b.stl,0
90,136,40.6,107.6,4.5,150.2,-5.1,12.5,base.stl,1
90,33.7,0.9,54.2,165.7,47.3,50.0,27.4,wrist.b.stl,0
90,90.6,73.3,53,166.9,142,50.0,26.5,wrist.b.stl,0
90,137.1,94.7,148.5,82.5,83.7,50.0,30.3,wrist.b.stl,0
90,88.9,42.6,166.3,46.6,35.7,50.0,23.3,wrist.b.stl,0
